gene,phenotype,gene_disgenet_class,NPMI,n_g,n_p,n_gp
IDO1,"['C0019158', 'Hepatitis', 'MSH, SNOMEDCT_US, HPO', 'HP:0012115']",S,0.018888125730316806,681,8091,2.0
MMP7,"['C0007097', 'Carcinoma', 'HPO, PPTO', 'HP:0030731']",S,0.018894021138439167,291,18933,2.0
POLE,"['C0039082', 'Symptom Cluster', 'MSH', 'NULL']",NA,0.0188987354686083,97,28028,1.0
GATA6,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.018914981308744177,256,167631,15.0
SOD2,"['C0038454', 'Cerebral vascular events', 'OMIM, HPO', 'HP:0001297']",NA,0.01892787317827588,520,5226,1.0
ACE2,"['C5139167', 'Severe infection', 'HPO', 'HP:0032169']",S,0.018930651912691353,9132,603,2.0
CCR5,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.018961626905007387,589,167631,34.0
CCR5,"['C0007097', 'Carcinoma', 'HPO, PPTO', 'HP:0030731']",NA,0.018977187084484735,589,18933,4.0
MMP9,"['C0042769', 'Disease caused by virus', 'SNOMEDCT_US', 'NULL']",NA,0.018978669544284076,1164,7146,3.0
AKT1,"['C0271510', 'Auditory recruitment', 'SNOMEDCT_US', 'NULL']",NA,0.018980480200295864,362,7501,1.0
RUNX1,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.018981893939884472,263,151966,14.0
MPO,"['C0002940', 'Aneurysm', 'HPO', 'HP:0002617']",1.0,0.01899493287277204,2819,2950,3.0
PALB2,"['C0024623', 'Gastric cancer', 'HPO', 'HP:0012126']",NA,0.01900482325970623,492,5517,1.0
PODXL,"['C0030305', 'Pancreatic inflammation', 'HPO', 'HP:0001733']",NA,0.019025026500006405,84,32304,1.0
AIP,"['C0004623', 'Bacterial Infections', 'MSH', 'NULL']",NA,0.019030751081597658,2110,2606,2.0
ACE,"['C0020443', 'Elevated total cholesterol', 'OMIM, HPO', 'HP:0003124']",1.0,0.019064767762135806,2099,1292,1.0
HRG,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",S,0.01907097968916347,92,151966,5.0
HMGCR,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.019082521294305464,169,167631,10.0
LBP,"['C0002940', 'Aneurysm', 'HPO', 'HP:0002617']",NA,0.01908572208241961,919,2950,1.0
STAT3,"['C1800706', 'Usual interstitial pneumonia', 'SNOMEDCT_US, HPO', 'HP:0031950']",1.0,0.019088897557941208,7790,348,1.0
KCNJ11,"['C1457887', 'Symptom (administrative concept)', 'SNOMEDCT_US', 'NULL']",NA,0.01909182890127534,90,30120,1.0
FLT3,"['C0376358', 'Prostate cancer', 'HPO', 'HP:0012125']",NA,0.01909182890127534,600,4518,1.0
IKZF1,"['C0039082', 'Symptom Cluster', 'MSH', 'NULL']",1.0,0.019096064868920837,196,28028,2.0
ASNS,"['C0019158', 'Hepatitis', 'MSH, SNOMEDCT_US, HPO', 'HP:0012115']",S,0.019099524294958137,335,8091,1.0
GATA3,"['C0009450', 'Communicable Diseases', 'MSH', 'NULL']",NA,0.019102894075236604,334,76164,9.0
ELANE,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",1.0,0.019135334698508703,61,182416,4.0
GNA11,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",1.0,0.019135334698508703,61,182416,4.0
HMGB1,"['C3463824', 'Myelodysplasia', 'HPO', 'HP:0002863']",1.0,0.01914681562832327,6945,390,1.0
NLRP3,"['C0035455', 'Rhinitis', 'MSH, OMIM, HPO, SNOMEDCT_US', 'HP:0012384']",1.0,0.01914930944212267,8544,317,1.0
CD36,"['C0025202', 'Cancer of skin pigment cells', 'HPO', 'HP:0002861']",NA,0.019151273382766364,754,7280,2.0
CDK2,"['C0242379', 'Lung cancer', 'HPO', 'HP:0100526']",NA,0.01916045940532777,398,6804,1.0
CD163,"['C0023890', 'Cirrhosis', 'OMIM, SNOMEDCT_US, HPO, MSH', 'HP:0001394']",NA,0.019163795575272525,970,8553,3.0
IL22,"['C0009450', 'Communicable Diseases', 'MSH', 'NULL']",1.0,0.01918405046964933,146,76164,4.0
CDK4,"['C0021400', 'Flu', 'SNOMEDCT_US', 'NULL']",NA,0.019191889909212258,577,4691,1.0
IL6,"['C2609414', 'Acute kidney injury', 'HPO', 'HP:0001919']",1.0,0.019197321437810826,1873,1445,1.0
STAT3,"['C0281361', 'Pancreatic adenocarcinoma', 'HPO, PPTO', 'HP:0006725']",1.0,0.01921595272585322,7790,2157,6.0
KMO,"['C0008679', 'Chronic Illness', 'MSH', 'NULL']",NA,0.019221230352887187,1107,2444,1.0
CPA1,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",1.0,0.019230796352576456,255,167631,15.0
SOD2,"['C0030305', 'Pancreatic inflammation', 'HPO', 'HP:0001733']",NA,0.019238090110005008,520,32304,6.0
SMAD4,"['C1140680', 'Ovarian cancer', 'HPO', 'HP:0100615']",S,0.019250222621773627,1452,3775,2.0
NOX1,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.019257370518069243,454,151966,24.0
JAG1,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.019308830335338492,92,182416,6.0
TLR9,"['C0018681', 'Headache', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0002315']",NA,0.019316952429942764,1228,2200,1.0
IL6,"['C0338656', 'Cognitive defects', 'OMIM, HPO', 'HP:0100543']",1.0,0.019334946381518957,1873,1442,1.0
TRPA1,"['C0004153', 'Atheromatosis', 'SNOMEDCT_US, HPO', 'HP:0002635']",NA,0.019341178375255383,1699,4871,3.0
CFTR,"['C0085762', 'AA - Alcohol abuse', 'SNOMEDCT_US', 'NULL']",1.0,0.0193428590701898,7699,711,2.0
CD80,"['C0409974', 'LE - Lupus erythematosus', 'SNOMEDCT_US', 'NULL']",NA,0.019347353779008702,780,3462,1.0
TMPRSS2,"['C0037090', 'Respiratory symptom', 'SNOMEDCT_US', 'NULL']",NA,0.01935956728240163,4306,627,1.0
MORC1,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.019361994758027634,30,182416,2.0
KMT2C,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.019361994758027634,30,182416,2.0
MCOLN1,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.019361994758027634,30,182416,2.0
ALAS1,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.019361994758027634,30,182416,2.0
ADAMTS13,"['C0023895', 'Liver disease', 'SNOMEDCT_US, HPO', 'HP:0001392']",S,0.019364129530193407,378,7142,1.0
BAP1,"['C0023895', 'Liver disease', 'SNOMEDCT_US, HPO', 'HP:0001392']",NA,0.019364129530193407,378,7142,1.0
VMP1,"['C0015967', 'Fever', 'MSH, OMIM, SNOMEDCT_US, HPO, PPTO', 'HP:0001945']",1.0,0.01938233558052859,883,9367,3.0
CEBPB,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.01938360959287788,36,151966,2.0
BMP8B,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.01938360959287788,36,151966,2.0
STK33,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.01938360959287788,36,151966,2.0
RPS6,"['C0015967', 'Fever', 'MSH, OMIM, SNOMEDCT_US, HPO, PPTO', 'HP:0001945']",NA,0.019412714885736062,288,9367,1.0
SIRT1,"['C0341439', 'Chronic liver disease', 'SNOMEDCT_US', 'NULL']",S,0.019414236821083137,2579,1046,1.0
CDKN1B,"['C0242606', 'Oxidative stress', 'HPO', 'HP:0025464']",NA,0.019427272893745053,157,17179,1.0
MARK4,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.019429694545688388,83,167631,5.0
PTPN11,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.019440816908775256,129,151966,7.0
TLR2,"['C0856169', 'Endothelial dysfunction', 'SNOMEDCT_US', 'HP:0032654']",1.0,0.019446500260458403,1760,1532,1.0
GIPR,"['C0039082', 'Symptom Cluster', 'MSH', 'NULL']",NA,0.019451085078606174,195,28028,2.0
COL1A1,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.01945126398298875,498,167631,29.0
MUC1,"['C0027051', 'Heart attack', 'SNOMEDCT_US, HPO', 'HP:0001658']",S,0.019454458045490806,967,2788,1.0
TRPV6,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",NA,0.019468840659766697,321,17022,2.0
CD4,"['C0029445', 'Osteochondronecrosis', 'HPO', 'HP:0010885']",S,0.019470225227167737,11407,479,2.0
SIRT1,"['C0027765', 'Disease of nervous system (disorder)', 'SNOMEDCT_US', 'NULL']",S,0.019477575430961135,2579,1045,1.0
CRP,"['C0008049', 'Chicken Pox', 'MSH', 'NULL']",1.0,0.019488879109456132,6493,415,1.0
STAT3,"['C0042721', 'Viral hepatitis', 'OMIM, SNOMEDCT_US, HPO', 'HP:0006562']",1.0,0.019510415121240087,7790,701,2.0
TLR2,"['C0021400', 'Flu', 'SNOMEDCT_US', 'NULL']",1.0,0.019511113586437357,1760,4691,3.0
CD36,"['C0524620', 'Dysmetabolic Syndrome X', 'MSH', 'NULL']",NA,0.019521006833956234,754,3572,1.0
JAK1,"['C0376358', 'Prostate cancer', 'HPO', 'HP:0012125']",NA,0.01953477711856653,596,4518,1.0
CD4,"['C0030312', 'Low blood cell count', 'HPO', 'HP:0001876']",S,0.019551403634807694,11407,236,1.0
HMGB1,"['C0004364', 'Autoimmune condition', 'HPO', 'HP:0002960']",1.0,0.01955277201476061,6945,5714,14.0
ACE,"['C0032285', 'Pneumonia', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0002090']",1.0,0.01955920661771075,2099,6617,5.0
GSDMD,"['C0001339', 'Acute pancreatic inflammation', 'HPO', 'HP:0001735']",NA,0.019601823544688052,860,9588,3.0
PTEN,"['C0023467', 'Acute myeloblastic leukemia', 'HPO', 'HP:0004808']",S,0.019611500497217313,2695,998,1.0
FOXP3,"['C0010346', 'Granulomatous enteritis and colitis', 'HPO', 'HP:0100280']",NA,0.01961804996988221,1044,2576,1.0
CD69,"['C0023418', 'Leukemia', 'HPO', 'HP:0001909']",S,0.01962046309679296,427,6298,1.0
TLR4,"['C0008370', 'Cholestasis', 'MSH, OMIM, HPO, SNOMEDCT_US', 'HP:0001396']",1.0,0.019628937418023434,6731,1642,4.0
DDR1,"['C0007097', 'Carcinoma', 'HPO, PPTO', 'HP:0030731']",NA,0.01963918012811213,142,18933,1.0
CXCL11,"['C0678222', 'Breast cancer', 'HPO', 'HP:0003002']",NA,0.019669138386430907,206,13045,1.0
KRT7,"['C0346647', 'Cancer of the pancreas', 'HPO', 'HP:0002894']",NA,0.019670108411118947,144,37835,2.0
ARTN,"['C0030305', 'Pancreatic inflammation', 'HPO', 'HP:0001733']",S,0.019672532539590996,255,32304,3.0
NFKB1,"['C0009450', 'Communicable Diseases', 'MSH', 'NULL']",1.0,0.01968518033599985,145,76164,4.0
LPA,"['C0013604', 'Dropsy', 'HPO', 'HP:0000969']",NA,0.019688115675844026,375,7164,1.0
DMD,"['C0039082', 'Symptom Cluster', 'MSH', 'NULL']",NA,0.019690119007384974,394,28028,4.0
FGF7,"['C0346647', 'Cancer of the pancreas', 'HPO', 'HP:0002894']",NA,0.019693415500794047,71,37835,1.0
CA2,"['C0346647', 'Cancer of the pancreas', 'HPO', 'HP:0002894']",S,0.019693415500794047,71,37835,1.0
NGF,"['C0149521', 'Chronic pancreas inflammation', 'HPO', 'HP:0006280']",S,0.019695007702765555,1272,6474,3.0
NNMT,"['C0019158', 'Hepatitis', 'MSH, SNOMEDCT_US, HPO', 'HP:0012115']",NA,0.019695215072704674,332,8091,1.0
MAOB,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.01969523780015146,76,182416,5.0
CXCL10,"['C0022346', 'Icterus', 'OMIM, MSH, HPO, SNOMEDCT_US', 'HP:0000952']",NA,0.019699455353315288,1267,2120,1.0
TLR4,"['C0037315', 'Pauses in breathing while sleeping', 'HPO', 'HP:0010535']",1.0,0.019708602464536266,6731,399,1.0
CXCL2,"['C0004364', 'Autoimmune condition', 'HPO', 'HP:0002960']",NA,0.019710796972938715,470,5714,1.0
NLRP3,"['C0023470', 'Myeloid leukemia', 'HPO', 'HP:0012324']",1.0,0.0197177500454823,8544,1292,4.0
CCR5,"['C2711227', 'Fatty infiltration of liver', 'OMIM, HPO', 'HP:0001397']",NA,0.019752567355436502,589,9239,2.0
NUDT15,"['C0021051', 'Decreased immune function', 'HPO', 'HP:0002721']",S,0.019754702420095922,756,3550,1.0
NLRP3,"['C0011334', 'Caries', 'OMIM, HPO, SNOMEDCT_US', 'HP:0000670']",1.0,0.019778986245927284,8544,314,1.0
NLRP3,"['C0022575', 'Dry eyes', 'OMIM, HPO, SNOMEDCT_US', 'HP:0001097']",1.0,0.019778986245927284,8544,314,1.0
TRPA1,"['C0034063', 'Excess fluid in lungs', 'HPO', 'HP:0100598']",NA,0.019781331192425894,1699,1579,1.0
CCL1,"['C0011847', 'Diabetes', 'OMIM', 'NULL']",S,0.0197813558765149,69,38880,1.0
SDS,"['C0010709', 'Cyst', 'SNOMEDCT_US, MSH', 'NULL']",NA,0.019785065986055467,1597,5150,3.0
RAB22A,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.01979676054255064,16,167631,1.0
CENPA,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.01979676054255064,16,167631,1.0
E2F8,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.01979676054255064,16,167631,1.0
ST3GAL6,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.01979676054255064,16,167631,1.0
NR0B1,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.01979676054255064,16,167631,1.0
RPL3,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.01979676054255064,16,167631,1.0
TICAM1,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",1.0,0.01979676054255064,16,167631,1.0
FAM110B,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.01979676054255064,16,167631,1.0
SMURF1,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.01979676054255064,16,167631,1.0
PIGR,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.01979676054255064,16,167631,1.0
ACKR1,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.01979676054255064,16,167631,1.0
ZFPM2,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.01979676054255064,16,167631,1.0
SERPINB1,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.01979676054255064,16,167631,1.0
CLDN7,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.01979676054255064,16,167631,1.0
RTN4,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.01979676054255064,16,167631,1.0
LIPH,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.01979676054255064,16,167631,1.0
FGFBP3,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.01979676054255064,16,167631,1.0
COL3A1,"['C0039082', 'Symptom Cluster', 'MSH', 'NULL']",NA,0.01980793059302049,194,28028,2.0
VEGFA,"['C0007222', 'Cardiovascular disease', 'SNOMEDCT_US, HPO', 'HP:0001626']",1.0,0.019816910514458382,490,5472,1.0
DPP4,"['C0015230', 'Exanthem', 'HPO, MSH, SNOMEDCT_US', 'HP:0000988']",1.0,0.019825505750178957,942,2846,1.0
CCR4,"['C0242379', 'Lung cancer', 'HPO', 'HP:0100526']",S,0.019829359149062004,394,6804,1.0
TRAF3,"['C2711227', 'Fatty infiltration of liver', 'OMIM, HPO', 'HP:0001397']",NA,0.01986558217697438,290,9239,1.0
INS,"['C0004153', 'Atheromatosis', 'SNOMEDCT_US, HPO', 'HP:0002635']",1.0,0.019872008521237938,550,4871,1.0
MPL,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.019877437659096952,49,167631,3.0
EDA,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.019877437659096952,49,167631,3.0
CASP7,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.019877437659096952,49,167631,3.0
ERCC2,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.019877437659096952,49,167631,3.0
STAT4,"['C0028754', 'Having too much body fat', 'HPO', 'HP:0001513']",1.0,0.01988152559969462,113,23705,1.0
ARC,"['C0023895', 'Liver disease', 'SNOMEDCT_US, HPO', 'HP:0001392']",NA,0.019891785800709653,375,7142,1.0
LPA,"['C0023895', 'Liver disease', 'SNOMEDCT_US, HPO', 'HP:0001392']",NA,0.019891785800709653,375,7142,1.0
SMO,"['C0271510', 'Auditory recruitment', 'SNOMEDCT_US', 'NULL']",1.0,0.019901503553210582,357,7501,1.0
CEBPA,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.01994489550738703,54,151966,3.0
CXCL6,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.01994489550738703,54,151966,3.0
PARG,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.01994489550738703,54,151966,3.0
STC2,"['C0011847', 'Diabetes', 'OMIM', 'NULL']",S,0.01995465449716565,283,38880,4.0
EGFR,"['C0034067', 'Emphysema', 'SNOMEDCT_US, HPO', 'HP:0002097']",1.0,0.01995867676126729,4558,587,1.0
XIAP,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",S,0.01996681737218151,535,182416,34.0
IGF1,"['C0001339', 'Acute pancreatic inflammation', 'HPO', 'HP:0001735']",NA,0.019970904528261915,279,9588,1.0
CD36,"['C0030297', 'Neoplasia of the pancreas', 'HPO', 'HP:0002894']",NA,0.01998610575091604,754,3547,1.0
CYP3A4,"['C2711227', 'Fatty infiltration of liver', 'OMIM, HPO', 'HP:0001397']",NA,0.019988643432233257,587,9239,2.0
CCL2,"['C0004623', 'Bacterial Infections', 'MSH', 'NULL']",1.0,0.019991292630464674,2081,2606,2.0
IRF3,"['C0018802', 'Cardiac failure', 'OMIM, HPO, SNOMEDCT_US', 'HP:0001635']",NA,0.020002994588210136,684,3909,1.0
AQP1,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",S,0.02001013350303919,811,17022,5.0
CAV1,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",1.0,0.020021657080767884,203,151966,11.0
CDKN1B,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",NA,0.020035248879672812,157,17022,1.0
CCR5,"['C0346647', 'Cancer of the pancreas', 'HPO', 'HP:0002894']",NA,0.020050248327346046,589,37835,8.0
TLR4,"['C0233514', 'Behavioral abnormality', 'HPO', 'HP:0000708']",1.0,0.020050586893759728,6731,805,2.0
GNAS,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.020051349566229136,704,167631,41.0
CAT,"['C0024530', 'Disease caused by Plasmodiidae', 'SNOMEDCT_US', 'NULL']",NA,0.020065138996419627,1919,1392,1.0
CXCL12,"['C0002871', 'Anemia', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0001903']",NA,0.020080759215240586,1321,4100,2.0
MEN1,"['C0038454', 'Cerebral vascular events', 'OMIM, HPO', 'HP:0001297']",NA,0.0200840317492843,511,5226,1.0
LPO,"['C0030305', 'Pancreatic inflammation', 'HPO', 'HP:0001733']",NA,0.020085185192435368,340,32304,4.0
TBK1,"['C2239176', 'Hepatocellular carcinoma', 'HPO', 'HP:0001402']",NA,0.020091496119962214,805,3317,1.0
IAPP,"['C2711227', 'Fatty infiltration of liver', 'OMIM, HPO', 'HP:0001397']",NA,0.020094323377052938,289,9239,1.0
IRF5,"['C2711227', 'Fatty infiltration of liver', 'OMIM, HPO', 'HP:0001397']",NA,0.020094323377052938,289,9239,1.0
FGF21,"['C0020473', 'Elevated lipids in blood', 'HPO', 'HP:0003077']",1.0,0.020095882340103538,2905,1864,2.0
GCLC,"['C0007097', 'Carcinoma', 'HPO, PPTO', 'HP:0030731']",NA,0.020107171557039206,141,18933,1.0
OGT,"['C0678222', 'Breast cancer', 'HPO', 'HP:0003002']",NA,0.02011184209175396,415,13045,2.0
CD4,"['C0235950', 'Zinc deficiency', 'SNOMEDCT_US, OMIM', 'NULL']",S,0.02011498585850617,11407,234,1.0
LCAT,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.02012999065832721,91,182416,6.0
CRP,"['C0239998', 'Frequent infections', 'HPO', 'HP:0002719']",1.0,0.02013024500999073,6493,411,1.0
CXCL5,"['C0020538', 'Hypertension', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0000822']",NA,0.020139848912970347,258,10342,1.0
PAH,"['C0400966', 'Fatty Liver, Nonalcoholic', 'MSH', 'NULL']",NA,0.020142082578417344,1027,2598,1.0
MAX,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.020149850026887208,99,167631,6.0
LGR5,"['C0009319', 'Colitis', 'MSH, OMIM, HPO, SNOMEDCT_US', 'HP:0002583']",NA,0.020155635097389678,300,8892,1.0
RIPK3,"['C0023418', 'Leukemia', 'HPO', 'HP:0001909']",1.0,0.02015920454505465,859,6298,2.0
BTC,"['C0242379', 'Lung cancer', 'HPO', 'HP:0100526']",NA,0.02016635993530752,392,6804,1.0
TP53INP1,"['C0039082', 'Symptom Cluster', 'MSH', 'NULL']",NA,0.02016662027848787,193,28028,2.0
CXCL8,"['C0242379', 'Lung cancer', 'HPO', 'HP:0100526']",1.0,0.020169494408989012,795,6804,2.0
HMGB1,"['C0014356', 'Enterocolitis', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0004387']",1.0,0.020173510792350156,6945,384,1.0
NLRP3,"['C0029456', 'Osteoporosis', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0000939']",1.0,0.020181682458371195,8544,1612,5.0
CD4,"['C0014457', 'Eosinophilia', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0001880']",S,0.02018326920528169,11407,717,3.0
BRCA2,"['C0007137', 'Squamous cell carcinoma', 'HPO', 'HP:0002860']",NA,0.02019350252759859,1175,2269,1.0
HMGB1,"['C0034063', 'Excess fluid in lungs', 'HPO', 'HP:0100598']",1.0,0.020199491817825998,6945,1579,4.0
PRSS1,"['C0017638', 'Glioma', 'HPO', 'HP:0009733']",1.0,0.020212456788724138,1118,2384,1.0
CCK,"['C0813230', 'Hypertriglyceridemia', 'MSH, HPO, SNOMEDCT_US', 'HP:0002155']",1.0,0.02021628307750768,986,2703,1.0
HGF,"['C0678222', 'Breast cancer', 'HPO', 'HP:0003002']",1.0,0.02021903438514456,1271,13045,6.0
DNMT1,"['C0024623', 'Gastric cancer', 'HPO', 'HP:0012126']",NA,0.020227390505755987,483,5517,1.0
CD19,"['C0002871', 'Anemia', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0001903']",S,0.02023856064660362,1318,4100,2.0
STAT1,"['C0009324', 'Colitis ulcerosa', 'HPO', 'HP:0100279']",S,0.0202593813618659,1224,2176,1.0
EGFR,"['C0392674', 'Exhaustion', 'OMIM, SNOMEDCT_US', 'NULL']",1.0,0.02027157752735234,4558,1185,2.0
MYC,"['C0042769', 'Disease caused by virus', 'SNOMEDCT_US', 'NULL']",NA,0.02027886814336833,1143,7146,3.0
CD4,"['C0019829', 'Hodgkin disease', 'HPO', 'HP:0012189']",S,0.020282942744165908,11407,716,3.0
CD68,"['C0013604', 'Dropsy', 'HPO', 'HP:0000969']",S,0.020286895154178895,1140,7164,3.0
ASL,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",NA,0.020295826823346116,247,182416,16.0
PON1,"['C0019158', 'Hepatitis', 'MSH, SNOMEDCT_US, HPO', 'HP:0012115']",NA,0.020296313102385232,329,8091,1.0
TMPRSS2,"['C3854222', 'Human immunodeficiency virus', 'SNOMEDCT_US', 'NULL']",NA,0.020316988946716172,4306,618,1.0
CD40,"['C0009319', 'Colitis', 'MSH, OMIM, HPO, SNOMEDCT_US', 'HP:0002583']",NA,0.020322791651048194,918,8892,3.0
CD81,"['C4761312', 'Acquired deficiency', 'SNOMEDCT_US', 'NULL']",NA,0.020339150491583635,317,17022,2.0
STS,"['C0007097', 'Carcinoma', 'HPO, PPTO', 'HP:0030731']",NA,0.0203400380172271,285,18933,2.0
REG1B,"['C0012634', 'Clinical disease AND/OR syndrome', 'SNOMEDCT_US', 'NULL']",S,0.020340554015022355,60,182416,4.0
HMGB1,"['C0023473', 'Chronic myelocytic leukemia', 'HPO', 'HP:0005506']",1.0,0.02034618497514156,6945,383,1.0
SDHB,"['C0030305', 'Pancreatic inflammation', 'HPO', 'HP:0001733']",NA,0.02035466453088553,167,32304,2.0
CXCR2,"['C0004153', 'Atheromatosis', 'SNOMEDCT_US, HPO', 'HP:0002635']",NA,0.02035537206573965,546,4871,1.0
AQP4,"['C0009319', 'Colitis', 'MSH, OMIM, HPO, SNOMEDCT_US', 'HP:0002583']",NA,0.020376738847303625,299,8892,1.0
CYP2E1,"['C0042769', 'Disease caused by virus', 'SNOMEDCT_US', 'NULL']",1.0,0.02038660276454815,372,7146,1.0
CD44,"['C1261473', 'Cancer of connective tissue', 'HPO', 'HP:0100242']",NA,0.020393503425485186,2275,2370,2.0
CXCL12,"['C0007097', 'Carcinoma', 'HPO, PPTO', 'HP:0030731']",NA,0.020418717248935535,1321,18933,9.0
ACR,"['C0002871', 'Anemia', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0001903']",NA,0.02042427851482705,648,4100,1.0
CXCL12,"['C0345904', 'Liver cancer', 'HPO', 'HP:0002896']",NA,0.020430983656151758,1321,2011,1.0
MZF1,"['PPTO', '\tPain', 'PPTO', 'NULL']",NA,0.020452300046077402,109,24364,1.0
HPX,"['C0009450', 'Communicable Diseases', 'MSH', 'NULL']",NA,0.020457809204635653,217,76164,6.0
PTEN,"['C0079731', 'B cell lymphoma', 'HPO', 'HP:0012191']",S,0.020479759683783096,2695,985,1.0
TMPRSS2,"['C0035204', 'Disorder of respiratory system', 'SNOMEDCT_US', 'NULL']",NA,0.02051267801854177,4306,1250,2.0
FAAH,"['C0006826', 'Cancer', 'HPO', 'HP:0002664']",NA,0.020522507674875734,149,167631,9.0
KEAP1,"['C0027651', 'Neoplasia', 'HPO', 'HP:0002664']",NA,0.020529637764590596,183,151966,10.0
MAPK1,"['C0003864', 'Arthritis', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0001369']",S,0.020543127393128614,366,7246,1.0
HGF,"['C0003962', 'Accumulation of fluid in the abdomen', 'HPO', 'HP:0001541']",1.0,0.02056135777455902,1271,2086,1.0
CD4,"['C0021400', 'Flu', 'SNOMEDCT_US', 'NULL']",S,0.02057452013602427,11407,4691,19.0
STK11,"['C0007097', 'Carcinoma', 'HPO, PPTO', 'HP:0030731']",NA,0.020583997142435216,284,18933,2.0
GPX4,"['C0027769', 'Nervous tension', 'SNOMEDCT_US', 'NULL']",NA,0.020584268212312302,603,8917,2.0
TRPC1,"['C0346647', 'Cancer of the pancreas', 'HPO', 'HP:0002894']",NA,0.020595375694611437,362,37835,5.0
